0	0	5
1	1	5
2	2	4
3	3	5
4	4	2
5	5	3
6	6	5
7	7	5
8	8	5
9	9	5
10	10	5
11	11	4
12	12	3
13	13	5
14	14	1
15	15	3
16	16	4
17	17	5
18	18	4
19	19	2
20	20	5
21	21	4
22	22	5
11	23	5
23	24	2
24	25	4
14	26	4
25	27	5
26	28	5
27	29	3
28	30	5
29	31	5
30	32	4
31	33	5
32	34	4
33	35	5
34	36	2
35	37	5
36	38	5
37	39	5
38	40	5
39	41	3
40	42	5
41	43	4
42	44	5
43	45	1
44	46	2
45	47	5
46	48	5
47	49	5
48	50	3
49	51	3
50	52	5
51	53	5
52	54	5
53	3	5
54	55	5
55	56	5
56	57	4
57	58	5
58	59	1
59	60	4
60	61	5
61	62	5
62	63	1
63	64	5
64	65	2
65	66	5
66	67	1
67	68	4
68	59	4
69	69	3
70	70	5
11	71	5
71	72	5
72	73	4
73	48	5
74	74	4
75	75	4
76	76	5
77	77	5
78	78	5
79	79	5
80	80	3
81	81	4
82	82	3
83	83	5
84	84	5
85	85	4
86	86	5
87	87	5
88	88	5
89	89	5
90	90	4
91	91	5
92	92	4
93	93	5
94	94	2
95	95	5
96	96	4
97	97	2
98	98	5
99	99	5
100	100	4
101	101	5
102	102	3
103	103	5
104	104	5
105	105	2
106	106	5
107	107	4
108	108	5
109	109	2
110	110	5
111	111	4
112	112	5
113	113	3
114	114	5
67	115	4
115	116	5
116	117	4
117	118	5
118	51	4
119	119	3
120	120	5
121	121	5
122	122	2
123	123	2
124	124	4
125	125	5
126	126	5
127	127	5
128	128	5
129	129	5
130	130	5
131	131	2
132	132	2
11	133	5
133	134	5
134	135	5
135	136	5
136	137	5
137	138	5
138	139	5
139	140	5
140	141	5
141	142	5
142	143	5
143	144	5
144	145	4
145	146	5
146	147	5
147	148	5
67	149	4
148	150	5
149	151	1
150	152	3
151	153	5
152	154	5
153	155	1
154	156	5
155	79	5
156	157	1
157	158	5
158	159	5
159	160	4
160	161	4
161	162	4
162	163	5
163	164	5
164	165	5
165	166	1
142	167	5
166	105	3
167	168	3
168	169	5
169	170	4
170	171	3
171	142	5
172	172	5
154	173	5
173	174	1
174	175	5
175	176	3
176	177	5
177	178	5
178	179	2
179	142	5
180	180	4
181	181	5
182	182	5
183	183	5
184	184	5
185	185	5
186	186	5
187	187	5
188	188	5
11	189	3
189	190	5
190	191	3
191	192	5
192	193	3
193	194	5
194	195	4
195	196	4
196	92	5
197	197	5
198	198	5
11	199	5
199	200	4
200	201	2
201	202	5
202	203	5
203	123	4
204	58	5
205	204	5
206	205	4
207	206	1
208	207	3
209	208	5
210	209	5
211	210	1
212	211	5
213	212	5
214	213	5
215	54	5
216	214	4
217	215	5
218	216	5
219	217	1
220	218	5
221	120	5
222	219	2
223	220	5
224	221	2
225	222	4
226	223	5
227	224	3
228	225	5
229	226	4
230	227	4
11	228	5
231	229	5
232	230	5
233	231	2
234	232	4
235	233	5
236	234	5
237	235	3
238	236	5
239	237	4
240	238	5
241	199	5
242	239	4
243	240	5
244	241	5
245	242	3
246	243	5
247	244	5
248	245	4
249	50	5
250	246	3
251	247	5
252	248	2
253	249	4
254	250	5
255	251	5
256	252	5
257	253	5
258	254	4
259	255	5
260	256	4
261	39	2
262	130	5
263	257	4
264	258	5
265	259	5
266	260	5
267	261	5
268	262	5
269	263	5
270	264	3
271	265	5
272	266	4
273	267	3
274	268	5
275	269	5
276	270	5
277	271	2
278	272	3
279	273	5
280	274	5
281	275	3
282	276	5
283	277	4
284	278	5
285	279	5
286	280	4
287	281	5
288	282	5
289	283	3
290	284	5
291	97	5
292	285	5
293	286	4
294	287	5
295	288	5
296	81	5
297	289	2
298	290	2
299	291	2
300	292	4
301	293	2
302	294	5
303	295	3
304	296	5
305	297	4
306	298	5
307	299	5
308	300	5
309	69	4
310	301	1
311	302	4
56	303	5
312	266	5
313	304	4
314	305	3
315	306	5
316	307	3
317	308	4
265	309	5
82	310	2
318	311	3
319	312	5
320	188	4
321	313	5
322	314	2
323	315	4
324	316	5
325	317	4
326	318	5
327	319	5
328	320	5
329	321	5
330	258	5
11	322	4
331	323	1
332	324	1
200	325	5
333	106	5
334	326	4
335	327	3
336	328	4
337	123	3
338	122	3
339	329	5
340	330	3
341	331	4
342	332	5
343	20	4
344	9	5
345	315	5
346	181	5
347	333	4
348	334	1
349	298	5
350	335	5
351	336	5
352	337	5
353	338	4
354	339	4
355	340	1
356	341	5
357	342	5
358	343	5
154	344	4
359	345	5
360	152	2
361	346	5
362	347	3
363	188	4
364	348	5
365	349	1
366	350	5
367	351	4
368	352	5
369	353	5
370	354	5
371	355	5
372	133	2
373	245	5
374	73	4
375	356	3
376	357	4
377	358	1
35	359	5
378	360	5
379	361	5
380	74	5
381	197	5
382	362	5
383	363	3
384	364	4
385	365	1
386	366	5
387	48	5
388	45	1
389	367	5
390	368	5
391	369	4
392	370	5
14	371	4
393	372	5
394	373	5
395	132	5
396	374	4
397	375	4
398	376	5
399	377	5
400	378	5
401	379	1
402	380	2
403	381	2
404	44	5
405	382	5
406	383	2
407	384	4
408	385	4
409	386	2
7	387	5
410	388	5
411	389	5
412	390	5
413	391	5
414	392	5
415	393	4
416	394	3
417	395	5
418	396	3
419	397	4
420	398	5
421	204	5
422	399	5
11	400	2
423	401	1
424	402	5
425	403	4
426	404	5
427	405	1
428	128	5
429	406	5
430	407	4
431	408	5
432	409	2
433	410	4
434	11	2
435	411	5
436	412	5
437	413	4
438	414	5
439	415	1
440	416	5
441	417	5
442	418	5
443	419	5
444	51	5
445	420	5
446	331	5
447	421	4
448	422	5
449	417	5
450	50	4
451	423	5
452	424	5
453	425	2
454	426	5
455	427	5
456	428	5
457	429	5
458	430	4
459	431	5
460	144	5
461	432	3
462	433	5
463	434	5
464	435	5
465	436	5
466	437	5
467	438	4
468	439	5
469	440	5
470	167	4
471	441	4
472	297	4
473	176	5
474	442	5
475	270	4
476	443	5
477	444	5
478	445	4
479	197	5
480	446	4
481	447	5
482	448	4
287	449	5
483	450	5
484	48	5
485	451	5
486	452	5
487	453	5
488	21	5
109	454	5
489	455	4
490	456	4
491	224	5
492	457	5
493	131	5
494	458	4
495	459	5
496	460	5
497	65	5
11	461	4
498	462	3
499	463	3
500	189	1
501	326	5
502	326	5
503	464	5
504	465	5
292	466	4
505	172	5
506	467	5
507	468	5
508	469	3
509	470	3
510	471	4
511	417	5
512	472	5
513	227	5
514	473	5
515	359	5
516	474	4
517	475	4
116	476	5
518	477	4
519	478	5
520	479	2
521	480	5
522	26	5
523	481	5
524	482	5
525	483	4
526	99	3
527	484	4
528	485	5
529	486	5
530	487	1
531	488	3
532	121	4
533	489	5
534	490	1
535	491	1
536	492	4
537	432	5
538	493	5
539	302	5
540	494	4
541	495	5
542	496	5
543	497	5
544	196	3
545	214	5
546	498	2
547	499	4
548	500	4
549	438	5
550	501	5
551	502	5
552	503	4
553	504	3
554	505	5
348	506	5
555	507	5
556	508	5
367	159	4
557	422	5
558	509	5
559	510	1
560	511	4
561	512	4
562	513	3
563	514	3
564	515	4
565	516	1
566	517	5
567	518	5
568	519	5
569	139	5
570	520	4
571	521	4
572	522	5
573	523	4
574	244	5
575	524	5
576	525	4
577	278	5
578	526	3
579	527	4
580	528	5
532	529	5
581	530	5
582	531	5
583	532	5
247	533	5
584	534	2
585	535	3
586	536	5
587	537	5
588	538	5
589	399	5
541	539	5
590	540	3
591	192	5
592	541	5
593	542	5
594	543	5
595	544	5
596	545	5
597	546	5
598	547	5
599	548	4
600	152	5
601	549	5
602	550	4
603	318	5
604	551	4
605	552	5
606	553	5
518	356	2
607	554	5
608	555	5
609	7	3
610	404	4
611	48	5
612	65	3
613	346	3
614	556	5
615	183	4
616	557	3
617	558	2
618	92	5
619	559	5
620	560	3
621	561	5
306	562	5
622	563	5
623	564	5
624	565	3
625	266	5
626	566	5
347	567	5
627	568	5
628	239	5
629	569	5
630	570	5
631	571	5
632	572	2
633	548	5
634	573	5
635	574	5
636	575	4
637	371	5
638	576	5
639	577	5
640	578	1
641	579	5
610	130	5
642	580	1
643	581	5
644	581	5
645	582	1
646	583	5
647	584	5
648	585	3
649	586	5
650	426	5
651	79	1
652	587	5
653	65	4
654	588	2
655	520	4
656	589	5
657	590	5
188	591	5
658	346	3
659	244	5
660	432	5
661	592	5
662	312	5
663	593	3
664	594	4
665	595	5
666	596	5
667	597	5
668	422	5
669	598	3
670	599	5
671	600	5
672	601	4
673	602	3
674	603	5
675	604	5
676	605	1
677	606	5
678	21	5
679	607	3
680	176	3
681	608	5
682	609	5
683	610	4
684	611	5
685	612	5
686	613	5
687	614	5
688	615	5
689	616	4
690	475	4
691	33	5
692	617	4
693	428	4
694	618	5
695	86	5
696	619	5
697	349	5
698	620	4
699	324	2
700	621	3
701	622	5
702	623	5
703	471	2
704	624	5
705	86	4
706	625	4
707	626	4
708	627	5
709	628	3
710	629	2
711	630	5
11	631	4
712	632	5
713	633	4
714	634	5
715	635	3
716	636	3
717	637	4
718	537	5
719	638	4
720	639	5
721	640	5
722	641	5
723	642	5
724	643	5
725	639	4
726	644	1
727	567	5
728	320	3
729	645	5
730	646	5
731	458	1
732	647	4
733	648	3
181	649	5
734	650	4
735	651	5
736	652	5
737	653	5
738	654	3
739	655	5
740	656	5
741	657	5
742	658	4
743	659	5
744	184	5
745	660	5
746	661	5
747	662	5
237	42	5
748	663	3
749	405	5
750	664	1
751	614	5
752	665	3
753	666	5
754	667	3
755	668	2
756	534	5
278	669	5
243	670	1
757	671	2
620	672	4
758	673	5
759	674	3
760	675	5
761	676	5
762	677	4
763	678	4
26	527	5
764	679	4
765	680	5
766	681	4
767	682	4
768	683	5
769	684	3
770	685	5
771	686	5
772	687	1
773	607	5
774	324	1
775	172	5
776	688	4
777	591	5
254	689	5
778	690	5
779	691	1
780	692	4
781	693	4
782	694	5
783	695	4
784	58	5
14	696	5
785	697	5
786	698	4
787	544	5
788	699	5
789	700	5
790	701	5
791	702	2
792	440	5
793	703	5
794	704	4
795	705	5
796	706	5
797	707	5
798	708	3
799	709	5
800	136	5
423	710	2
801	711	5
802	712	3
803	713	4
327	339	2
804	714	5
805	715	5
806	716	4
109	717	5
807	645	5
791	604	5
808	152	2
516	718	3
809	719	4
810	720	1
65	287	5
811	641	4
812	721	5
813	317	4
814	722	5
815	723	5
816	724	3
817	725	4
11	726	5
818	727	5
819	728	5
820	729	2
821	730	5
822	92	5
823	37	5
824	731	4
825	732	5
826	733	5
827	734	5
828	735	1
829	512	5
812	736	5
830	737	4
831	738	5
507	739	3
832	740	5
833	82	1
0	741	5
834	742	5
835	743	4
836	744	5
837	745	5
838	746	5
839	747	5
840	562	5
841	396	1
842	748	5
400	30	5
843	749	5
844	750	2
845	472	5
601	751	5
846	752	3
847	753	1
848	754	5
849	755	1
850	432	4
851	460	2
852	756	5
853	123	4
854	757	5
855	758	5
856	759	5
857	760	5
858	761	5
859	762	5
860	763	5
861	764	4
862	765	5
863	275	5
864	766	5
865	767	5
109	216	2
866	768	2
867	769	3
522	770	4
868	346	4
869	771	5
870	772	5
871	773	5
483	53	2
872	774	2
873	106	5
874	775	5
875	776	4
876	777	5
877	778	5
878	663	3
879	407	3
880	779	5
881	535	5
882	780	4
883	781	5
884	782	5
404	404	5
885	783	4
697	784	5
886	230	5
11	785	4
887	786	5
659	725	5
888	787	5
889	788	5
890	789	5
891	264	5
255	790	5
892	791	3
893	792	5
894	287	5
895	793	4
896	540	4
897	794	3
898	795	5
899	796	1
900	213	5
901	797	3
902	530	5
903	798	5
904	799	5
905	96	3
906	800	1
907	658	5
908	801	5
65	802	4
909	337	3
910	803	4
911	191	2
912	356	5
913	804	3
914	805	5
915	806	3
916	584	5
917	807	4
918	627	5
919	598	3
920	808	2
921	346	4
11	216	5
922	111	5
923	491	2
924	809	5
925	810	5
926	493	4
927	811	5
928	812	3
929	813	5
904	814	4
930	815	5
931	34	5
55	337	5
932	816	5
933	468	5
934	460	5
935	817	2
936	812	5
937	655	5
938	818	5
939	819	5
940	820	3
941	821	1
667	822	5
942	823	5
663	824	5
943	825	5
944	826	2
945	827	4
946	828	5
947	829	4
948	722	4
949	213	5
950	830	4
108	831	5
951	832	2
952	833	2
953	834	5
954	835	5
955	836	4
956	837	5
957	264	5
958	211	5
959	838	3
960	839	5
700	840	5
961	60	5
962	841	4
963	842	2
964	843	5
965	844	2
394	845	5
966	32	4
967	846	2
489	847	5
968	358	5
969	840	4
970	848	5
971	845	5
626	125	5
972	197	2
973	849	5
974	850	4
975	851	5
976	852	5
977	853	5
978	629	4
979	854	4
980	439	3
981	855	4
982	856	5
983	346	4
984	857	5
985	858	5
986	859	5
987	860	5
988	183	5
989	861	3
936	862	3
990	863	5
991	711	1
992	864	2
993	865	2
994	866	3
995	152	3
996	867	3
997	868	3
998	869	4
999	870	5
11	862	5
1000	871	5
196	872	2
1001	873	5
1002	0	5
1003	70	5
1004	874	5
1005	625	5
1006	875	5
1007	876	5
1008	31	4
1009	877	4
1010	878	4
1011	879	5
919	880	5
1012	607	5
1013	651	5
1014	881	5
1015	882	5
234	883	2
1016	622	5
1017	884	4
1018	885	5
1019	886	5
1020	439	5
1021	247	4
388	887	3
1022	888	2
528	889	3
1023	890	5
1024	891	5
1025	812	1
1026	88	5
1027	892	1
1028	326	3
1029	213	5
1030	893	5
1031	894	5
1032	895	1
1033	896	5
1034	655	5
1035	897	5
1036	898	2
1037	239	4
1038	899	5
1020	900	5
1030	901	5
1039	902	3
1040	670	3
1041	903	2
1042	832	5
1043	439	4
1044	432	4
1045	904	5
1046	905	2
1047	906	4
1048	907	5
1049	908	1
1050	909	5
974	501	5
1051	910	5
1052	911	4
1053	912	4
332	34	5
1054	913	5
1055	914	5
1056	915	3
1057	144	3
1058	916	4
1059	616	4
1060	917	5
1061	299	4
1062	587	5
1063	918	2
1064	919	5
1065	920	5
1066	921	4
1067	922	5
1068	923	4
1069	326	4
1070	924	5
1071	420	4
1072	925	5
1073	926	3
1074	927	5
1075	928	5
1076	929	5
1077	930	5
1078	931	5
1079	932	4
1080	933	5
1081	934	5
704	872	2
1082	935	4
1083	936	4
1084	937	4
1085	938	3
11	42	5
1086	665	5
1087	667	1
1088	939	4
1089	326	5
11	346	4
1090	940	5
1091	941	5
1092	53	5
1093	942	4
1094	943	4
1095	928	4
1096	944	5
1097	258	4
1098	945	3
1099	946	5
1100	464	5
1101	947	5
1102	948	5
1103	123	5
1104	949	5
1105	950	5
1106	951	4
1107	952	5
1108	552	5
1109	953	4
1110	954	5
1111	955	3
1112	956	5
1113	957	5
559	439	5
1114	440	5
1115	958	5
1116	183	4
1117	959	5
1118	960	5
1119	961	5
1120	136	4
1121	962	5
1122	963	5
1123	964	3
1124	222	5
887	494	4
1125	965	5
1126	471	5
1127	966	4
1128	967	2
230	968	5
1129	969	1
1130	190	5
1131	970	5
1132	476	2
1133	971	5
1134	572	4
1135	639	4
327	972	3
1136	973	5
1137	946	5
1138	974	5
1139	940	5
1140	975	2
1141	382	5
1142	976	3
1143	977	5
1144	978	4
1145	572	4
581	979	5
1146	980	5
44	981	4
1147	982	4
1148	639	5
1149	983	5
1150	581	5
1151	984	5
1152	985	1
1153	986	4
1154	987	5
1155	75	5
11	372	4
1156	988	5
1157	858	5
1158	879	5
1159	530	4
1160	989	5
1161	990	4
1162	613	5
1163	991	5
1164	992	4
1165	993	1
1166	994	1
200	995	5
1167	595	5
1000	346	5
1168	996	4
327	997	1
1169	998	5
1170	274	5
1093	999	4
1171	1000	5
1172	947	4
1173	1001	5
1174	587	5
1175	1002	4
1176	987	5
1177	1003	3
1178	1004	5
1179	86	5
1180	1005	4
1181	1006	4
1182	646	5
1183	1007	4
1184	476	4
1185	1008	4
1186	1009	4
1187	127	5
1188	1010	5
1189	1011	5
1190	1012	3
1191	1013	5
1192	1014	5
1193	1015	4
1194	1016	4
1035	1017	5
1195	1018	5
1196	733	4
1197	1019	5
1198	1020	5
1199	261	4
1200	1021	3
99	1022	3
1201	455	4
1202	270	4
1203	720	5
1204	720	5
1205	1023	4
1206	239	2
234	1024	2
1207	512	2
1208	1025	5
1209	1026	5
181	481	5
1210	1027	5
1211	1028	5
11	1029	5
1212	1030	3
1213	1031	5
1214	1032	5
1215	145	1
1216	1033	5
1217	1034	3
1218	1035	4
1134	282	4
1219	1036	5
14	1037	3
1220	432	5
1221	1038	5
1222	1039	5
1223	139	3
1224	1040	5
1225	1041	5
1226	1042	2
1227	1043	4
1228	1044	5
1229	1045	5
1230	1046	5
1231	1047	5
1232	1048	5
1233	1049	4
1234	537	4
1235	1050	5
1236	1051	4
1237	317	4
1238	1052	5
1239	1053	4
1240	1054	5
1241	1002	4
1242	1055	5
1243	1056	5
1244	876	3
1245	1057	5
1246	137	5
1247	1058	2
1248	1059	5
1057	1060	3
1249	1061	5
1250	1062	5
1251	438	5
1252	1006	5
1253	1063	5
1254	270	5
1255	1064	5
1256	1065	5
1257	1066	5
1258	1067	3
1259	175	5
1260	1068	4
665	1069	4
1261	1070	1
1262	1071	4
1263	559	5
1264	1072	1
1265	1073	5
187	894	5
1266	3	5
1082	1074	3
1267	1075	5
1268	1076	2
1269	1077	3
1270	1078	2
1271	439	4
1272	1079	4
1273	757	3
1274	1080	5
1275	1081	1
1276	807	4
1277	1082	4
1278	1083	4
1279	1084	5
1280	1085	4
1281	1086	2
1282	988	5
1283	1087	4
262	570	5
1284	1088	4
1285	1089	5
1286	1090	1
1287	717	5
109	1091	1
1288	243	5
1289	337	5
1290	859	4
1291	852	5
1292	1092	5
1293	1093	5
1294	1094	5
1295	1095	3
1296	120	4
410	1096	5
1297	214	5
1298	1097	5
1299	1098	5
1300	455	4
1301	298	5
1302	707	4
1303	1099	5
1304	501	5
1305	581	5
1306	1100	5
1307	1101	4
1308	880	5
1309	1102	3
564	1103	4
1310	147	4
1311	655	5
506	1104	5
1312	25	5
1313	1105	5
1314	432	5
821	1106	2
1315	227	5
1316	21	5
1317	1107	4
1318	1108	3
1319	1109	3
1320	1110	5
1321	1111	3
1322	1112	2
1323	860	5
1324	1113	5
1325	983	3
1326	1114	4
1327	1115	3
1328	1039	5
319	1116	5
1329	1117	5
1330	1118	5
1331	1119	4
1332	1120	5
1241	1121	3
1308	209	5
1333	1122	5
319	1123	5
1334	1124	3
1335	1125	5
1336	603	5
1337	475	5
1338	1126	3
1339	65	5
1233	1127	2
1340	170	3
1341	1128	4
1342	1129	4
1343	620	5
1344	1002	5
1345	1130	5
447	175	5
