0	0	4
1	1	5
2	2	4
3	3	4
4	4	5
5	5	3
6	6	5
7	7	5
8	8	4
9	9	4
10	10	5
11	11	5
12	12	2
13	13	5
14	14	5
15	15	2
16	16	5
17	17	5
18	18	5
19	19	3
20	20	5
21	21	5
22	22	5
12	23	3
23	24	5
24	25	5
25	26	5
26	27	5
27	28	4
28	29	5
29	30	5
30	31	5
31	32	5
32	33	3
33	34	5
34	35	5
35	36	5
36	37	3
37	38	4
38	39	1
39	40	3
40	41	5
41	42	5
42	43	4
43	44	5
44	45	5
45	46	5
46	47	5
47	48	4
48	49	3
49	50	5
50	51	5
51	52	5
52	53	4
53	54	4
54	55	4
55	56	5
56	57	5
57	58	5
58	59	3
59	60	5
60	61	5
61	62	5
62	63	5
63	64	4
64	65	5
65	66	5
66	67	4
67	68	3
68	69	5
69	70	5
70	71	4
71	72	5
72	73	5
73	74	4
74	75	5
75	76	3
76	77	5
77	78	5
78	79	5
79	80	5
80	81	5
81	82	4
82	83	2
83	84	5
84	85	5
85	86	5
86	87	5
87	88	5
88	89	5
89	90	2
90	91	3
91	92	5
92	93	5
93	94	5
94	95	5
95	96	5
96	97	2
97	98	5
98	99	5
99	100	3
100	101	3
101	102	5
102	103	4
103	104	3
104	105	5
105	106	3
106	107	5
107	108	5
108	109	3
109	110	5
110	111	5
111	112	4
112	113	5
113	114	5
114	115	5
115	116	5
44	117	4
116	118	5
117	119	4
118	120	4
119	121	4
120	122	5
121	123	4
122	124	3
123	125	5
124	126	5
125	127	5
126	128	5
127	129	5
128	130	5
129	131	5
130	132	5
131	133	5
132	134	5
133	135	4
134	136	5
135	137	5
136	138	5
137	139	5
138	140	5
139	141	5
140	142	4
141	143	4
142	144	4
143	145	5
144	146	5
145	147	4
146	148	5
147	149	4
148	150	5
149	151	5
150	152	5
151	153	5
152	154	5
153	155	5
154	156	5
155	157	5
156	158	5
157	159	5
158	160	5
159	161	1
160	162	5
161	163	1
162	164	5
163	165	3
164	166	5
165	167	3
166	168	5
167	169	4
168	166	5
169	170	4
170	171	5
171	172	5
172	173	5
173	174	5
174	175	5
175	176	4
176	177	5
177	178	5
178	179	5
179	180	5
180	181	5
181	182	5
182	183	1
183	154	5
184	2	5
185	184	5
186	185	2
187	186	5
188	187	3
189	188	5
190	189	5
191	190	5
192	191	4
193	192	5
194	193	3
195	194	5
196	195	5
197	196	4
198	197	5
199	198	5
200	199	5
201	200	3
202	201	3
203	202	5
204	203	5
205	204	3
206	174	5
207	205	4
208	206	4
209	207	4
210	208	5
211	209	4
212	210	4
213	211	5
214	212	5
215	213	5
216	214	2
44	215	5
217	216	5
218	217	5
219	218	4
220	219	4
221	220	5
222	221	5
223	222	5
224	223	5
225	224	5
226	225	4
227	226	5
228	227	2
229	228	5
230	229	5
231	230	5
232	231	5
233	232	5
234	233	4
235	234	3
236	235	4
237	236	5
238	237	5
239	66	5
240	238	5
241	239	5
242	240	3
243	241	5
244	242	4
12	243	5
245	244	5
246	245	4
247	246	5
248	247	5
249	248	5
250	249	5
251	250	3
252	251	3
253	252	5
254	253	5
255	254	5
256	255	5
257	256	5
258	257	5
259	60	5
260	258	3
261	259	4
262	260	5
263	261	5
264	262	3
265	263	5
266	264	2
267	265	5
268	266	5
269	267	5
270	268	2
271	269	5
272	270	3
273	271	5
274	272	5
275	273	5
276	274	5
44	275	3
277	276	5
278	277	3
279	278	5
280	279	5
281	280	5
282	281	5
283	282	3
284	126	5
285	283	5
286	284	5
12	285	5
287	286	3
288	287	5
289	288	5
290	289	5
291	290	4
12	291	4
292	292	4
293	293	4
294	294	4
295	295	4
296	296	5
297	297	5
298	298	5
299	299	4
300	300	4
301	301	5
302	302	4
303	303	5
304	304	5
305	305	5
306	306	4
